Stock quote and option quote for SPY on 11/8/23 00:30:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
436.93,P,+1.24,436.49, ,436.54, ,"91 x 5,000","64,256,114",435.69,437.585,434.51

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.45%,80.32,1.583,Q,9/15/23,459.44,373.61,"856,432,000",1

Theo parameters
Theo date,Theo stock price,Theo volatility
11/6/23, 0.00$, 0.00%

7 NOV 23  (0)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,79.01,.005,0,Q,.01,I,8 NOV 23,464,26.72,N,27.58,Q,<empty>,27.150,,
,,81.28,.005,0,Q,.01,I,8 NOV 23,465,27.72,N,28.58,Q,<empty>,28.150,,
,,83.54,.005,0,Q,.01,I,8 NOV 23,466,28.72,Q,29.58,Q,<empty>,29.150,,
,,85.79,.005,0,Q,.01,I,8 NOV 23,467,29.72,Q,30.58,Q,<empty>,30.150,,
,,88.02,.005,0,Q,.01,I,8 NOV 23,468,30.72,Q,31.58,Q,<empty>,31.150,,
,,90.25,.005,0,Q,.01,I,8 NOV 23,469,31.72,A,32.58,Q,<empty>,32.150,,
,,92.46,.005,0,Q,.01,I,8 NOV 23,470,32.72,A,33.58,Q,<empty>,33.150,,
,,94.66,.005,0,Q,.01,I,8 NOV 23,471,33.72,A,34.58,Q,<empty>,34.150,,
,,96.85,.005,0,Q,.01,I,8 NOV 23,472,34.72,A,35.58,Q,<empty>,35.150,,
,,99.03,.005,0,Q,.01,I,8 NOV 23,473,35.72,A,36.58,Q,<empty>,36.150,,
,,101.19,.005,0,Q,.01,I,8 NOV 23,474,36.72,Q,37.58,Q,<empty>,37.150,,
,,103.35,.005,0,Q,.01,I,8 NOV 23,475,37.72,Q,38.58,Q,<empty>,38.150,,
,,105.50,.005,0,Q,.01,I,8 NOV 23,476,38.69,Q,39.58,Q,<empty>,39.135,,
,,107.63,.005,0,Q,.01,I,8 NOV 23,477,39.72,A,40.58,Q,<empty>,40.150,,
,,109.76,.005,0,Q,.01,I,8 NOV 23,478,40.72,Q,41.58,Q,<empty>,41.150,,
,,111.87,.005,0,Q,.01,I,8 NOV 23,479,41.69,Q,42.58,Q,<empty>,42.135,,
,,113.98,.005,0,Q,.01,I,8 NOV 23,480,42.72,Q,43.58,Q,<empty>,43.150,,
,,116.07,.005,0,Q,.01,I,8 NOV 23,481,43.72,N,44.58,Q,<empty>,44.150,,
,,118.16,.005,0,Q,.01,I,8 NOV 23,482,44.69,Q,45.58,Q,<empty>,45.135,,
,,120.23,.005,0,Q,.01,I,8 NOV 23,483,45.72,N,46.58,Q,<empty>,46.150,,
,,122.29,.005,0,Q,.01,I,8 NOV 23,484,46.72,N,47.58,Q,<empty>,47.150,,
,,124.34,.005,0,Q,.01,I,8 NOV 23,485,47.72,N,48.58,Q,<empty>,48.150,,
,,126.39,.005,0,Q,.01,I,8 NOV 23,486,48.72,N,49.58,Q,<empty>,49.150,,
,,128.42,.005,0,Q,.01,I,8 NOV 23,487,49.72,N,50.58,Q,<empty>,50.150,,
,,130.44,.005,0,Q,.01,I,8 NOV 23,488,50.72,N,51.58,Q,<empty>,51.150,,
,,132.46,.005,0,Q,.01,I,8 NOV 23,489,51.72,Q,52.58,Q,<empty>,52.150,,
,,134.46,.005,0,Q,.01,I,8 NOV 23,490,52.72,N,53.58,Q,<empty>,53.150,,
,,136.45,.005,0,Q,.01,I,8 NOV 23,491,53.72,Q,54.58,Q,<empty>,54.150,,
,,138.44,.005,0,Q,.01,I,8 NOV 23,492,54.72,N,55.58,Q,<empty>,55.150,,
,,140.41,.005,0,Q,.01,I,8 NOV 23,493,55.72,N,56.58,Q,<empty>,56.150,,
,,142.37,.005,0,Q,.01,I,8 NOV 23,494,56.72,N,57.58,Q,<empty>,57.150,,
,,144.32,.005,0,Q,.01,I,8 NOV 23,495,57.72,N,58.58,Q,<empty>,58.150,,
,,146.27,.005,0,Q,.01,I,8 NOV 23,496,58.72,N,59.58,Q,<empty>,59.150,,
,,148.20,.005,0,Q,.01,I,8 NOV 23,497,59.72,N,60.58,Q,<empty>,60.150,,
,,150.13,.005,0,Q,.01,I,8 NOV 23,498,60.72,N,61.58,Q,<empty>,61.150,,
,,152.04,.005,0,Q,.01,I,8 NOV 23,499,61.72,N,62.58,Q,<empty>,62.150,,
,,153.94,.005,0,Q,.01,I,8 NOV 23,500,62.72,N,63.58,Q,<empty>,63.150,,

9 NOV 23  (2)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,301.83,97.055,96.61,Q,97.50,Q,9 NOV 23,340,0,Q,.01,X,113.88,.005,,
,,281.03,87.060,86.61,Q,87.51,Q,9 NOV 23,350,0,Q,.01,X,104.38,.005,,
,,272.42,83.065,82.62,Q,83.51,Q,9 NOV 23,354,0,M,.01,X,100.40,.005,,
,,270.13,82.065,81.62,Q,82.51,Q,9 NOV 23,355,0,M,.01,X,99.38,.005,,
,,267.83,81.065,80.62,Q,81.51,Q,9 NOV 23,356,0,Q,.01,X,98.36,.005,,
,,265.82,80.070,79.62,Q,80.52,Q,9 NOV 23,357,0,Q,.01,X,97.34,.005,,
,,263.17,79.065,78.62,Q,79.51,Q,9 NOV 23,358,0,Q,.01,X,96.31,.005,,
,,261.12,78.070,77.62,Q,78.52,Q,9 NOV 23,359,0,Q,.01,X,95.27,.005,,
,,258.76,77.070,76.62,Q,77.52,Q,9 NOV 23,360,0,Q,.01,N,94.22,.005,,
,,256.35,76.070,75.62,Q,76.52,Q,9 NOV 23,361,0,Q,.01,N,93.17,.005,,
,,253.97,75.070,74.62,Q,75.52,Q,9 NOV 23,362,0,Q,.01,N,92.11,.005,,
,,251.54,74.070,73.62,Q,74.52,Q,9 NOV 23,363,0,Q,.01,N,91.05,.005,,
,,249.40,73.075,72.63,Q,73.52,Q,9 NOV 23,364,0,Q,.01,N,89.98,.005,,
,,246.94,72.075,71.63,Q,72.52,Q,9 NOV 23,365,0,Q,.01,N,88.90,.005,,
,,244.46,71.075,70.63,Q,71.52,Q,9 NOV 23,366,.01,N,.02,W,98.94,.015,,
,,241.97,70.075,69.63,Q,70.52,Q,9 NOV 23,367,.01,N,.02,W,97.76,.015,,
,,239.46,69.075,68.63,Q,69.52,Q,9 NOV 23,368,.01,N,.02,W,96.58,.015,,
,,236.93,68.075,67.63,Q,68.52,Q,9 NOV 23,369,.01,X,.02,W,95.61,.015,,
,,234.69,67.080,66.63,Q,67.53,Q,9 NOV 23,370,.01,X,.02,W,93.86,.015,,
,,232.13,66.080,65.63,Q,66.53,Q,9 NOV 23,371,.01,X,.02,W,92.99,.015,,
,,229.55,65.080,64.63,Q,65.53,Q,9 NOV 23,372,.01,X,.02,W,91.85,.015,,
,,226.95,64.080,63.63,Q,64.53,Q,9 NOV 23,373,.01,X,.02,W,90.87,.015,,
,,224.34,63.080,62.63,Q,63.53,Q,9 NOV 23,374,.01,X,.02,W,89.65,.015,,
,,222.00,62.085,61.64,Q,62.53,Q,9 NOV 23,375,.01,X,.02,W,87.81,.015,,
,,219.36,61.085,60.64,Q,61.53,Q,9 NOV 23,376,.01,X,.02,W,86.84,.015,,
,,216.69,60.085,59.64,Q,60.53,Q,9 NOV 23,377,.01,X,.02,W,85.61,.015,,
,,214.01,59.085,58.64,Q,59.53,Q,9 NOV 23,378,.01,X,.02,W,84.38,.015,,
,,211.60,58.090,57.64,Q,58.54,Q,9 NOV 23,379,.01,X,.02,W,83.19,.015,,
,,208.89,57.090,56.64,Q,57.54,Q,9 NOV 23,380,.01,X,.02,W,82.08,.015,,
,,206.15,56.090,55.64,Q,56.54,Q,9 NOV 23,381,.01,X,.02,W,80.79,.015,,
,,203.40,55.090,54.64,Q,55.54,Q,9 NOV 23,382,.01,X,.02,W,79.06,.015,,
,,200.64,54.090,53.64,Q,54.54,Q,9 NOV 23,383,.01,X,.02,X,77.70,.015,,
,,198.13,53.095,52.65,Q,53.54,Q,9 NOV 23,384,.01,X,.02,X,76.65,.015,,
,,195.33,52.095,51.65,Q,52.54,Q,9 NOV 23,385,.01,X,.02,X,75.35,.015,,
,,192.51,51.095,50.65,Q,51.54,Q,9 NOV 23,386,.01,X,.02,X,74.05,.015,,
,,189.95,50.100,49.65,Q,50.55,Q,9 NOV 23,387,.01,X,.02,X,72.75,.015,,
,,187.10,49.100,48.65,Q,49.55,Q,9 NOV 23,388,.01,X,.02,N,71.46,.015,,
,,184.22,48.100,47.65,Q,48.55,Q,9 NOV 23,389,.01,X,.02,N,70.20,.015,,
,,181.33,47.100,46.65,Q,47.55,Q,9 NOV 23,390,.01,X,.02,N,68.89,.015,,
,,178.43,46.100,45.65,Q,46.55,Q,9 NOV 23,391,.01,X,.02,Q,67.60,.015,,
,,175.51,45.100,44.65,Q,45.55,Q,9 NOV 23,392,.01,X,.02,Q,65.89,.015,,
,,172.83,44.105,43.66,Q,44.55,Q,9 NOV 23,393,.01,X,.02,N,64.49,.015,,
,,169.88,43.105,42.66,Q,43.55,Q,9 NOV 23,394,.02,X,.03,I,67.93,.025,,
,,166.88,42.105,41.66,Q,42.55,Q,9 NOV 23,395,.02,X,.03,I,66.56,.025,,
,,163.89,41.105,40.66,Q,41.55,Q,9 NOV 23,396,.02,X,.03,I,64.87,.025,,
,,160.87,40.105,39.66,Q,40.55,Q,9 NOV 23,397,.02,X,.03,I,63.40,.025,,
,,157.84,39.105,38.66,Q,39.55,Q,9 NOV 23,398,.02,X,.03,I,61.91,.025,,
,,155.03,38.110,37.66,Q,38.56,Q,9 NOV 23,399,.02,X,.03,I,60.41,.025,,
,,151.96,37.110,36.66,Q,37.56,Q,9 NOV 23,400,.02,X,.03,I,58.90,.025,,
,,148.87,36.110,35.66,Q,36.56,Q,9 NOV 23,401,.02,X,.03,W,57.59,.025,,
,,146.00,35.115,34.67,Q,35.56,Q,9 NOV 23,402,.02,X,.03,W,56.09,.025,,
,,142.86,34.115,33.67,Q,34.56,Q,9 NOV 23,403,.02,X,.03,W,54.58,.025,,
,,139.71,33.115,32.67,Q,33.56,Q,9 NOV 23,404,.02,X,.03,W,53.07,.025,,
,,136.54,32.115,31.67,Q,32.56,Q,9 NOV 23,405,.02,X,.03,W,51.55,.025,,
,,133.35,31.115,30.67,Q,31.56,Q,9 NOV 23,406,.02,X,.03,W,50.02,.025,,
,,130.35,30.120,29.67,Q,30.57,Q,9 NOV 23,407,.02,X,.03,W,48.49,.025,,
,,127.12,29.120,28.67,Q,29.57,Q,9 NOV 23,408,.02,X,.03,W,46.95,.025,,
,,123.86,28.120,27.67,Q,28.57,Q,9 NOV 23,409,.02,X,.03,X,45.40,.025,,
,,120.58,27.120,26.67,Q,27.57,Q,9 NOV 23,410,.02,X,.03,N,43.84,.025,,
,,117.47,26.125,25.68,Q,26.57,Q,9 NOV 23,411,.02,X,.03,N,42.28,.025,,
,,114.14,25.125,24.68,Q,25.57,Q,9 NOV 23,412,.02,X,.03,N,40.75,.025,,
,,110.78,24.125,23.68,Q,24.57,Q,9 NOV 23,413,.02,X,.03,N,39.17,.025,,
,,107.40,23.125,22.68,Q,23.57,Q,9 NOV 23,414,.02,X,.03,N,37.58,.025,,
,,104.00,22.125,21.68,Q,22.57,Q,9 NOV 23,415,.02,I,.03,N,35.98,.025,,
,,100.93,21.135,20.69,Q,21.58,Q,9 NOV 23,416,.03,X,.04,I,36.32,.035,,
,,97.46,20.135,19.69,Q,20.58,Q,9 NOV 23,417,.03,X,.04,I,34.62,.035,,
,,93.96,19.135,18.69,Q,19.58,Q,9 NOV 23,418,.03,X,.04,W,32.92,.035,,
,,90.60,18.140,17.69,Q,18.59,Q,9 NOV 23,419,.03,X,.04,X,31.20,.035,,
,,86.36,17.120,17.05,Q,17.19,Q,9 NOV 23,420,.03,X,.04,N,29.47,.035,,
,,82.77,16.120,16.05,Q,16.19,Q,9 NOV 23,421,.03,I,.04,N,27.73,.035,,
,,79.33,15.125,15.06,Q,15.19,Q,9 NOV 23,422,.04,X,.05,W,27.30,.045,,
,,75.81,14.130,14.06,Q,14.20,Q,9 NOV 23,423,.04,X,.05,X,25.47,.045,,
,,72.24,13.135,13.07,Q,13.20,Q,9 NOV 23,424,.05,N,.06,I,24.68,.055,,
,,68.62,12.140,12.07,Q,12.21,Q,9 NOV 23,425,.05,X,.06,N,22.76,.055,,
,,65.07,11.150,11.08,Q,11.22,Q,9 NOV 23,426,.06,X,.07,W,21.67,.065,,
,,61.58,10.165,10.10,Q,10.23,Q,9 NOV 23,427,.07,X,.08,W,20.38,.075,,
,,57.86,9.175,9.11,Q,9.24,Q,9 NOV 23,428,.09,X,.10,I,19.53,.095,,
,,54.52,8.205,8.14,Q,8.27,Q,9 NOV 23,429,.11,X,.12,N,18.34,.115,,
,,51.10,7.240,7.18,Q,7.30,Q,9 NOV 23,430,.15,D,.16,W,17.64,.155,,
,,48.03,6.300,6.24,Q,6.36,Q,9 NOV 23,431,.21,I,.22,W,17.10,.215,,
,,45.21,5.390,5.34,Q,5.44,Q,9 NOV 23,432,.30,T,.31,I,16.68,.305,,
,,42.34,4.500,4.45,Q,4.55,Q,9 NOV 23,433,.42,T,.43,I,16.14,.425,,
,,40.30,3.695,3.67,T,3.72,Q,9 NOV 23,434,.60,P,.61,X,15.81,.605,,
,,38.05,2.925,2.91,T,2.94,Q,9 NOV 23,435,.83,I,.84,N,15.24,.835,,
,,36.05,2.235,2.23,N,2.24,Z,9 NOV 23,436,1.15,N,1.16,N,14.78,1.155,,
,,34.24,1.635,1.63,I,1.64,N,9 NOV 23,437,1.56,P,1.58,E,14.24,1.570,,
,,32.85,1.155,1.15,P,1.16,N,9 NOV 23,438,2.08,Z,2.09,N,13.39,2.085,,
,,31.41,.765,.76,Z,.77,D,9 NOV 23,439,2.69,Q,2.74,Q,12.09,2.715,,
,,30.26,.485,.48,Q,.49,X,9 NOV 23,440,3.40,Q,3.48,Q,<empty>,3.440,,
,,29.10,.285,.28,W,.29,I,9 NOV 23,441,4.22,Q,4.33,Q,<empty>,4.275,,
,,28.34,.165,.16,X,.17,P,9 NOV 23,442,5.12,Q,5.25,Q,<empty>,5.185,,
,,27.88,.095,.09,X,.10,D,9 NOV 23,443,5.94,Q,6.57,Q,<empty>,6.255,,
,,27.58,.055,.05,I,.06,B,9 NOV 23,444,6.70,Z,7.58,Q,<empty>,7.140,,
,,27.74,.035,.03,W,.04,X,9 NOV 23,445,7.99,Q,8.58,Q,<empty>,8.285,,
,,28.38,.025,.02,N,.03,X,9 NOV 23,446,8.99,Q,9.37,Q,<empty>,9.180,,
,,28.19,.015,.01,I,.02,X,9 NOV 23,447,9.69,Q,10.58,Q,<empty>,10.135,,
,,29.77,.015,.01,N,.02,I,9 NOV 23,448,10.69,Z,11.58,Q,<empty>,11.135,,
,,31.34,.015,.01,N,.02,I,9 NOV 23,449,11.69,Q,12.58,Q,<empty>,12.135,,
,,33.04,.015,.01,N,.02,I,9 NOV 23,450,12.69,Q,13.58,Q,<empty>,13.135,,
,,34.61,.015,.01,Q,.02,I,9 NOV 23,451,13.69,Q,14.58,Q,<empty>,14.135,,
,,36.17,.015,.01,N,.02,I,9 NOV 23,452,14.70,Q,15.58,Q,<empty>,15.140,,
,,33.56,.005,0,Q,.01,X,9 NOV 23,453,15.69,Q,16.58,Q,<empty>,16.135,,
,,34.92,.005,0,Q,.01,X,9 NOV 23,454,16.69,Q,17.58,Q,<empty>,17.135,,
,,36.28,.005,0,Q,.01,X,9 NOV 23,455,17.69,Q,18.58,Q,<empty>,18.135,,
,,37.63,.005,0,Q,.01,X,9 NOV 23,456,18.69,Q,19.58,Q,<empty>,19.135,,
,,38.97,.005,0,Q,.01,X,9 NOV 23,457,19.69,Q,20.58,Q,<empty>,20.135,,
,,40.31,.005,0,Q,.01,X,9 NOV 23,458,20.69,Q,21.58,Q,<empty>,21.135,,
,,41.64,.005,0,Q,.01,X,9 NOV 23,459,21.69,Q,22.58,Q,<empty>,22.135,,
,,42.97,.005,0,Q,.01,X,9 NOV 23,460,22.69,Q,23.58,Q,<empty>,23.135,,
,,44.30,.005,0,Q,.01,X,9 NOV 23,461,23.69,Q,24.58,Q,<empty>,24.135,,
,,45.61,.005,0,Q,.01,X,9 NOV 23,462,24.69,Q,25.58,Q,<empty>,25.135,,
,,46.92,.005,0,Q,.01,X,9 NOV 23,463,25.70,Q,26.58,Q,<empty>,26.140,,
,,48.23,.005,0,Q,.01,X,9 NOV 23,464,26.69,Q,27.58,Q,<empty>,27.135,,
,,49.53,.005,0,Q,.01,X,9 NOV 23,465,27.69,Q,28.58,Q,<empty>,28.135,,
,,50.83,.005,0,Q,.01,X,9 NOV 23,466,28.69,Q,29.58,Q,<empty>,29.135,,
,,52.12,.005,0,Q,.01,X,9 NOV 23,467,29.69,Q,30.58,Q,<empty>,30.135,,
,,53.40,.005,0,Q,.01,X,9 NOV 23,468,30.69,Q,31.58,Q,<empty>,31.135,,
,,54.68,.005,0,Q,.01,X,9 NOV 23,469,31.69,Q,32.58,Q,<empty>,32.135,,
,,55.96,.005,0,Q,.01,X,9 NOV 23,470,32.69,Q,33.58,Q,<empty>,33.135,,
,,57.24,.005,0,Q,.01,X,9 NOV 23,471,33.69,Q,34.58,Q,<empty>,34.135,,
,,58.50,.005,0,Q,.01,I,9 NOV 23,472,34.69,Q,35.58,Q,<empty>,35.135,,
,,59.77,.005,0,Q,.01,I,9 NOV 23,473,35.69,Q,36.58,Q,<empty>,36.135,,
,,61.02,.005,0,Q,.01,I,9 NOV 23,474,36.69,Q,37.58,Q,<empty>,37.135,,
,,62.28,.005,0,Q,.01,I,9 NOV 23,475,37.69,Q,38.58,Q,<empty>,38.135,,
,,63.53,.005,0,Q,.01,I,9 NOV 23,476,38.69,Q,39.58,Q,<empty>,39.135,,
,,64.77,.005,0,Q,.01,I,9 NOV 23,477,39.69,Q,40.58,Q,<empty>,40.135,,
,,66.01,.005,0,Q,.01,I,9 NOV 23,478,40.69,Q,41.58,Q,<empty>,41.135,,
,,67.24,.005,0,Q,.01,I,9 NOV 23,479,41.69,Q,42.58,Q,<empty>,42.135,,
,,68.48,.005,0,Q,.01,I,9 NOV 23,480,42.69,Q,43.58,Q,<empty>,43.135,,
,,69.71,.005,0,Q,.01,I,9 NOV 23,481,43.69,Q,44.58,Q,<empty>,44.135,,
,,70.94,.005,0,Q,.01,I,9 NOV 23,482,44.69,Q,45.58,Q,<empty>,45.135,,
,,72.16,.005,0,Q,.01,I,9 NOV 23,483,45.69,Q,46.58,Q,<empty>,46.135,,
,,73.38,.005,0,Q,.01,I,9 NOV 23,484,46.69,Q,47.58,Q,<empty>,47.135,,
,,74.59,.005,0,Q,.01,I,9 NOV 23,485,47.69,Q,48.58,Q,<empty>,48.135,,
,,75.80,.005,0,Q,.01,I,9 NOV 23,486,48.69,Q,49.58,Q,<empty>,49.135,,
,,77.01,.005,0,Q,.01,I,9 NOV 23,487,49.69,Q,50.58,Q,<empty>,50.135,,
,,78.21,.005,0,Q,.01,I,9 NOV 23,488,50.69,Q,51.58,Q,<empty>,51.135,,
,,79.41,.005,0,Q,.01,I,9 NOV 23,489,51.69,Q,52.58,Q,<empty>,52.135,,
,,80.61,.005,0,Q,.01,W,9 NOV 23,490,52.69,Q,53.58,Q,<empty>,53.135,,
,,81.79,.005,0,Q,.01,W,9 NOV 23,491,53.69,Q,54.58,Q,<empty>,54.135,,
,,82.98,.005,0,Q,.01,W,9 NOV 23,492,54.69,Q,55.58,Q,<empty>,55.135,,
,,84.16,.005,0,Q,.01,W,9 NOV 23,493,55.69,Q,56.58,Q,<empty>,56.135,,
,,85.34,.005,0,Q,.01,W,9 NOV 23,494,56.69,Q,57.58,Q,<empty>,57.135,,
,,86.51,.005,0,Q,.01,W,9 NOV 23,495,57.69,Q,58.58,Q,<empty>,58.135,,
,,87.69,.005,0,Q,.01,W,9 NOV 23,496,58.69,Q,59.58,Q,<empty>,59.135,,
,,88.85,.005,0,Q,.01,W,9 NOV 23,497,59.69,Q,60.58,Q,<empty>,60.135,,
,,90.02,.005,0,Q,.01,W,9 NOV 23,498,60.69,Q,61.58,Q,<empty>,61.135,,
,,91.18,.005,0,Q,.01,W,9 NOV 23,499,61.69,Q,62.58,Q,<empty>,62.135,,
,,92.33,.005,0,Q,.01,W,9 NOV 23,500,62.69,Q,63.58,Q,<empty>,63.135,,

10 NOV 23  (3)  100 (Weeklys)
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,329.89,137.070,136.62,Q,137.52,Q,10 NOV 23,300,0,Q,.01,W,110.01,.005,,
,,322.27,132.070,131.62,Q,132.52,Q,10 NOV 23,305,0,Q,.01,X,107.20,.005,,
,,314.90,127.080,126.63,Q,127.53,Q,10 NOV 23,310,0,Q,.01,X,104.26,.005,,
,,306.65,122.080,121.63,Q,122.53,Q,10 NOV 23,315,0,Q,.01,X,101.20,.005,,
,,298.40,117.085,116.64,Q,117.53,Q,10 NOV 23,320,0,Q,.01,X,98.02,.005,,
,,289.80,112.090,111.64,Q,112.54,Q,10 NOV 23,325,0,Q,.01,X,94.72,.005,,
,,280.93,107.095,106.65,Q,107.54,Q,10 NOV 23,330,0,Q,.01,X,91.32,.005,,
,,271.78,102.100,101.65,Q,102.55,Q,10 NOV 23,335,0,Q,.01,X,87.81,.005,,
,,262.62,97.110,96.66,Q,97.56,Q,10 NOV 23,340,0,Q,.01,X,84.19,.005,,
,,252.62,92.110,91.66,Q,92.56,Q,10 NOV 23,345,0,Q,.01,N,80.48,.005,,
,,242.62,87.115,86.67,Q,87.56,Q,10 NOV 23,350,0,P,.01,Z,76.68,.005,,
,,234.51,83.120,82.67,Q,83.57,Q,10 NOV 23,354,.01,N,.02,W,83.58,.015,,
,,232.37,82.120,81.67,Q,82.57,Q,10 NOV 23,355,.01,N,.02,W,82.74,.015,,
,,230.23,81.120,80.67,Q,81.57,Q,10 NOV 23,356,.01,W,.02,W,81.89,.015,,
,,228.08,80.120,79.67,Q,80.57,Q,10 NOV 23,357,.01,W,.02,W,81.05,.015,,
,,226.18,79.125,78.68,Q,79.57,Q,10 NOV 23,358,.01,W,.02,W,80.20,.015,,
,,223.98,78.125,77.68,Q,78.57,Q,10 NOV 23,359,.01,W,.02,W,79.35,.015,,
,,221.83,77.125,76.68,Q,77.57,Q,10 NOV 23,360,.01,X,.02,W,78.49,.015,,
,,219.63,76.125,75.68,Q,76.57,Q,10 NOV 23,361,.01,X,.02,W,77.64,.015,,
,,217.71,75.130,74.68,Q,75.58,Q,10 NOV 23,362,.01,X,.02,W,76.78,.015,,
,,215.49,74.130,73.68,Q,74.58,Q,10 NOV 23,363,.01,X,.02,W,75.92,.015,,
,,213.26,73.130,72.68,Q,73.58,Q,10 NOV 23,364,.01,X,.02,W,74.72,.015,,
,,211.03,72.130,71.68,Q,72.58,Q,10 NOV 23,365,.01,X,.02,W,73.82,.015,,
,,209.04,71.135,70.69,Q,71.58,Q,10 NOV 23,366,.01,X,.02,W,72.92,.015,,
,,206.79,70.135,69.69,Q,70.58,Q,10 NOV 23,367,.01,X,.02,X,72.01,.015,,
,,204.52,69.135,68.69,Q,69.58,Q,10 NOV 23,368,.01,X,.02,X,71.09,.015,,
,,202.25,68.135,67.69,Q,68.58,Q,10 NOV 23,369,.01,W,.02,N,70.17,.015,,
,,200.21,67.140,66.69,Q,67.59,Q,10 NOV 23,370,.01,W,.02,N,68.99,.015,,
,,197.92,66.140,65.69,Q,66.59,Q,10 NOV 23,371,.01,X,.02,N,68.33,.015,,
,,195.61,65.140,64.69,Q,65.59,Q,10 NOV 23,372,.01,X,.02,N,67.45,.015,,
,,193.54,64.145,63.70,Q,64.59,Q,10 NOV 23,373,.01,X,.02,N,66.70,.015,,
,,191.21,63.145,62.70,Q,63.59,Q,10 NOV 23,374,.02,N,.03,W,70.18,.025,,
,,188.87,62.145,61.70,Q,62.59,Q,10 NOV 23,375,.02,Q,.03,W,69.21,.025,,
,,186.52,61.145,60.70,Q,61.59,Q,10 NOV 23,376,.02,N,.03,W,68.30,.025,,
,,184.41,60.150,59.70,Q,60.60,Q,10 NOV 23,377,.02,W,.03,W,67.09,.025,,
,,182.04,59.150,58.70,Q,59.60,Q,10 NOV 23,378,.01,I,.02,N,61.75,.015,,
,,179.66,58.150,57.70,Q,58.60,Q,10 NOV 23,379,.02,W,.03,W,65.18,.025,,
,,177.50,57.155,56.71,Q,57.60,Q,10 NOV 23,380,.02,W,.03,W,64.17,.025,,
,,175.10,56.155,55.71,Q,56.60,Q,10 NOV 23,381,.02,W,.03,W,63.15,.025,,
,,172.68,55.155,54.71,Q,55.60,Q,10 NOV 23,382,.02,W,.03,W,62.15,.025,,
,,170.26,54.155,53.71,Q,54.60,Q,10 NOV 23,383,.02,W,.03,W,61.16,.025,,
,,167.83,53.155,52.71,Q,53.60,Q,10 NOV 23,384,.02,X,.03,W,60.21,.025,,
,,165.61,52.160,51.71,Q,52.61,Q,10 NOV 23,385,.02,X,.03,X,58.93,.025,,
,,163.15,51.160,50.71,Q,51.61,Q,10 NOV 23,386,.02,X,.03,X,57.86,.025,,
,,160.91,50.165,49.72,Q,50.61,Q,10 NOV 23,387,.02,X,.03,X,56.78,.025,,
,,158.43,49.165,48.72,Q,49.61,Q,10 NOV 23,388,.02,X,.03,X,55.89,.025,,
,,156.15,48.170,47.72,Q,48.62,Q,10 NOV 23,389,.02,X,.03,X,54.83,.025,,
,,153.65,47.170,46.72,Q,47.62,Q,10 NOV 23,390,.02,X,.03,N,53.78,.025,,
,,150.93,46.165,45.72,Q,46.61,Q,10 NOV 23,391,.02,X,.03,N,52.72,.025,,
,,148.40,45.165,44.72,Q,45.61,Q,10 NOV 23,392,.02,X,.03,N,51.66,.025,,
,,146.08,44.170,43.72,Q,44.62,Q,10 NOV 23,393,.02,X,.03,Q,50.60,.025,,
,,143.74,43.175,42.73,Q,43.62,Q,10 NOV 23,394,.02,X,.03,N,49.55,.025,,
,,141.17,42.175,41.73,Q,42.62,Q,10 NOV 23,395,.02,X,.03,N,48.53,.025,,
,,138.60,41.175,40.73,Q,41.62,Q,10 NOV 23,396,.02,I,.03,N,47.25,.025,,
,,136.01,40.175,39.73,Q,40.62,Q,10 NOV 23,397,.03,W,.04,W,48.79,.035,,
,,133.42,39.175,38.73,Q,39.62,Q,10 NOV 23,398,.03,W,.04,W,47.72,.035,,
,,130.81,38.175,37.73,Q,38.62,Q,10 NOV 23,399,.03,X,.04,W,46.42,.035,,
,,128.19,37.175,36.73,Q,37.62,Q,10 NOV 23,400,.03,X,.04,W,45.26,.035,,
,,125.75,36.180,35.73,Q,36.63,Q,10 NOV 23,401,.03,X,.04,W,44.10,.035,,
,,123.28,35.185,34.74,Q,35.63,Q,10 NOV 23,402,.03,X,.04,W,42.92,.035,,
,,120.62,34.185,33.74,Q,34.63,Q,10 NOV 23,403,.03,X,.04,W,41.74,.035,,
,,117.94,33.185,32.74,Q,33.63,Q,10 NOV 23,404,.03,X,.04,W,40.66,.035,,
,,115.25,32.185,31.74,Q,32.63,Q,10 NOV 23,405,.03,X,.04,W,39.48,.035,,
,,112.55,31.185,30.74,Q,31.63,Q,10 NOV 23,406,.03,X,.04,W,38.30,.035,,
,,110.00,30.190,29.74,Q,30.64,Q,10 NOV 23,407,.03,X,.04,X,37.11,.035,,
,,107.43,29.195,28.75,Q,29.64,Q,10 NOV 23,408,.03,X,.04,N,35.91,.035,,
,,104.68,28.195,27.75,Q,28.64,Q,10 NOV 23,409,.03,X,.04,Q,34.71,.035,,
